27055	anša°lle	alea°	おお神よ！				
22014	daxl	daxl	・・・の内部に				
22020	daxl	daxl	・・・の内部に				
22055	daxl	daxl	・・・の内部に				
22023	daxl	daxl	・・・の内部に				
22043	rast	rast	本当の				
21033	zyady	zyady	余分に				
16035	'ŕb	'ŕb	後ろ				
28006	'ŕb	'ŕb	後ろ				
12001	qyr	qyr	…の他は				
14001	qyr	qyr	…の他は				
22001	qyr	qyr	…の他は				
28097	mškl	mškl	困難な				
28097	mškl	mškl	困難な				
28106	mškl	mškl	困難な				
28098	mškl	mškl	困難な				
28103	mškl	mškl	困難な				
29068	mškl	mškl	困難な				
29069	mškl	mškl	困難な				
21039	myan	myan	・・・の間に				
23050	myan	myan	・・・の間に				
27040	mywn	myan	・・・の間に				
13059	emyn	emyn	まさしくこの				
13062	emyna	emyn	まさしくこの				
13029	emyn	emyn	まさしくこの				
13031	emyn	emyn	まさしくこの				
13047	emyn	emyn	まさしくこの				
13060	emyn	emyn	まさしくこの				
12009	emyn	emyn	まさしくこの				
12014	emyn	emyn	まさしくこの				
13063	emyn	emyn	まさしくこの				
13063	emyn	emyn	まさしくこの				
12006	emyn	emyn	まさしくこの				
17029	emyn	emyn	まさしくこの				
20009	emyn	emyn	まさしくこの				
20024	emyn	emyn	まさしくこの				
17009	emyn	emyn	まさしくこの				
17023	emyn	emyn	まさしくこの				
17036	emyn	emyn	まさしくこの				
21026	emyn	emyn	まさしくこの				
21019	emyn	emyn	まさしくこの				
21027	emyn	emyn	まさしくこの				
21033	emyn	emyn	まさしくこの				
21059	emyn	emyn	まさしくこの				
23021	emyn	emyn	まさしくこの				
28077	emyn	emyn	まさしくこの				
27032	emyn	emyn	まさしくこの				
29032	emyn	emyn	まさしくこの				
29034	emyn	emyn	まさしくこの				
11008	eyčy	eyč	（否定とともに）何も・・・ない				
15036	eyčy	eyč	（否定とともに）何も・・・ない				
12001	eyč	eyč	（否定とともに）何も・・・ない				
14001	eyč	eyč	（否定とともに）何も・・・ない				
16023	eyčy	eyč	（否定とともに）何も・・・ない				
22080	eyčy	eyč	（否定とともに）何も・・・ない				
22001	ey=č	eyč	（否定とともに）何も・・・ない				
22061	eyčy	eyč	（否定とともに）何も・・・ない				
22093	eyčy	eyč	（否定とともに）何も・・・ない				
22154	eyč	eyč	（否定とともに）何も・・・ない				
22117	eyč	eyč	（否定とともに）何も・・・ない				
22016	eyč	eyč	（否定とともに）何も・・・ない				
22012	eyč	eyč	（否定とともに）何も・・・ない				
26028	eyčy	eyč	（否定とともに）何も・・・ない				
26031	eyčy	eyč	（否定とともに）何も・・・ない				
26035	eyčy	eyč	（否定とともに）何も・・・ない				
26008	eyčy	eyč	（否定とともに）何も・・・ない				
27049	eyčy	eyč	（否定とともに）何も・・・ない				
27054	eyčy	eyč	（否定とともに）何も・・・ない				
28061	eyčy	eyč	（否定とともに）何も・・・ない				
28062	eyčy	eyč	（否定とともに）何も・・・ない				
28072	eyčy	eyč	（否定とともに）何も・・・ない				
28091	eyčy	eyč	（否定とともに）何も・・・ない				
28106	eyčy	eyč	（否定とともに）何も・・・ない				
28004	eyčy	eyč	（否定とともに）何も・・・ない				
28049	eyčy	eyč	（否定とともに）何も・・・ない				
28056	eyčy	eyč	（否定とともに）何も・・・ない				
29054	eyčy	eyč	（否定とともに）何も・・・ない				
29070	eyčy	eyč	（否定とともに）何も・・・ない				
29041	eyčy	eyč	（否定とともに）何も・・・ない				
30023	eyčy	eyč	（否定とともに）何も・・・ない				
29054	eyč	eyč	（否定とともに）何も・・・ない				
11003	w	w	そして				
11004	w	w	そして				
11006	w	w	そして				
11010	w	w	そして				
11010	w	w	そして				
11011	w	w	そして				
11020	w	w	そして				
11021	w	w	そして				
11021	w	w	そして				
12005	w	w	そして				
12010	w	w	そして				
12017	w	w	そして				
12018	w	w	そして				
12018	w	w	そして				
12022	w	w	そして				
12023	w	w	そして				
12023	w	w	そして				
13004	w	w	そして				
13005	w	w	そして				
13009	w	w	そして				
13017	w	w	そして				
13017	w	w	そして				
13019	w	w	そして				
13027	w	w	そして				
13027	w	w	そして				
13029	w	w	そして				
13030	w	w	そして				
13034	w	w	そして				
13035	w	w	そして				
13036	w	w	そして				
13037	w	w	そして				
13039	w	w	そして				
13041	w	w	そして				
13043	w	w	そして				
13062	w	w	そして				
13065	w	w	そして				
13065	w	w	そして				
15002	w	w	そして				
15009	w	w	そして				
15014	w	w	そして				
15015	w	w	そして				
15019	w	w	そして				
15022	w	w	そして				
15023	w	w	そして				
15023	w	w	そして				
15031	w	w	そして				
15042	w	w	そして				
15047	w	w	そして				
15047	w	w	そして				
15048	w	w	そして				
15048	w	w	そして				
15050	w	w	そして				
15051	w	w	そして				
12010	w	w	そして				
13005	w	w	そして				
13020	w	w	そして				
13020	w	w	そして				
13021	w	w	そして				
13032	w	w	そして				
13065	w	w	そして				
15051	w	w	そして				
11011	w	w	そして				
12006	w	w	そして				
15001	w	w	そして				
15035	w	w	そして				
15035	w	w	そして				
13020	w	w	そして				
13032	w	w	そして				
13032	w	w	そして				
13032	w	w	そして				
13032	w	w	そして				
16003	w	w	そして				
16007	w	w	そして				
16012	w	w	そして				
16039	w	w	そして				
16040	w	w	そして				
16051	w	w	そして				
16051	w	w	そして				
16057	w	w	そして				
17005	w	w	そして				
17011	w	w	そして				
17011	w	w	そして				
17014	w	w	そして				
17014	w	w	そして				
17017	w	w	そして				
17017	w	w	そして				
17018	w	w	そして				
17018	w	w	そして				
17018	w	w	そして				
17020	w	w	そして				
17024	w	w	そして				
17024	w	w	そして				
17025	w	w	そして				
17030	w	w	そして				
17030	w	w	そして				
17031	w	w	そして				
17036	w	w	そして				
17037	w	w	そして				
17037	w	w	そして				
17044	w	w	そして				
17045	w	w	そして				
17046	w	w	そして				
17046	w	w	そして				
17048	w	w	そして				
18004	w	w	そして				
18004	w	w	そして				
18005	w	w	そして				
18005	w	w	そして				
18009	w	w	そして				
18011	w	w	そして				
18017	w	w	そして				
18018	w	w	そして				
18025	w	w	そして				
18035	w	w	そして				
18041	w	w	そして				
18050	w	w	そして				
18050	w	w	そして				
18053	w	w	そして				
18062	w	w	そして				
18062	w	w	そして				
18062	w	w	そして				
18062	w	w	そして				
18065	w	w	そして				
18067	w	w	そして				
18068	w	w	そして				
18069	w	w	そして				
20003	w	w	そして				
20005	w	w	そして				
20005	w	w	そして				
20012	w	w	そして				
20018	w	w	そして				
20018	w	w	そして				
20028	w	w	そして				
20028	w	w	そして				
20029	w	w	そして				
20029	w	w	そして				
16012	w	w	そして				
17019	w	w	そして				
17042	w	w	そして				
17048	w	w	そして				
18069	w	w	そして				
19001	w	w	そして				
19002	w	w	そして				
19005	w	w	そして				
19008	w	w	そして				
20003	w	w	そして				
20003	w	w	そして				
20027	w	w	そして				
20034	w	w	そして				
16002	w	w	そして				
16040	w	w	そして				
16051	w	w	そして				
17026	w	w	そして				
18016	w	w	そして				
18016	w	w	そして				
18038	w	w	そして				
19011	w	w	そして				
20012	w	w	そして				
20028	w	w	そして				
20026	w	w	そして				
21009	w	w	そして				
21010	w	w	そして				
21011	w	w	そして				
21016	w	w	そして				
21019	w	w	そして				
21023	w	w	そして				
21024	w	w	そして				
21024	w	w	そして				
21027	w	w	そして				
21030	w	w	そして				
21031	w	w	そして				
21033	w	w	そして				
21037	w	w	そして				
21038	w	w	そして				
21039	w	w	そして				
21040	w	w	そして				
21042	w	w	そして				
21042	w	w	そして				
21042	w	w	そして				
21042	w	w	そして				
21043	w	w	そして				
21044	w	w	そして				
21045	w	w	そして				
21046	w	w	そして				
21051	w	w	そして				
21052	w	w	そして				
21054	w	w	そして				
21056	w	w	そして				
21058	w	w	そして				
21061	w	w	そして				
21063	w	w	そして				
21068	w	w	そして				
21069	w	w	そして				
21071	w	w	そして				
21074	w	w	そして				
21075	w	w	そして				
21075	w	w	そして				
21076	w	w	そして				
21076	w	w	そして				
22003	w	w	そして				
22005	w	w	そして				
22006	w	w	そして				
22009	w	w	そして				
22010	w	w	そして				
22010	w	w	そして				
22014	w	w	そして				
22018	w	w	そして				
22024	w	w	そして				
22030	w	w	そして				
22031	w	w	そして				
22037	w	w	そして				
22039	w	w	そして				
22040	w	w	そして				
22041	w	w	そして				
22043	w	w	そして				
22044	w	w	そして				
22046	w	w	そして				
22049	w	w	そして				
22055	w	w	そして				
22060	w	w	そして				
22064	w	w	そして				
22067	w	w	そして				
22068	w	w	そして				
22069	w	w	そして				
22069	w	w	そして				
22087	w	w	そして				
22087	w	w	そして				
22087	w	w	そして				
22097	w	w	そして				
22100	w	w	そして				
22100	w	w	そして				
22100	w	w	そして				
22100	w	w	そして				
22100	w	w	そして				
22106	w	w	そして				
22107	w	w	そして				
22111	w	w	そして				
22111	w	w	そして				
22112	w	w	そして				
22126	w	w	そして				
22127	w	w	そして				
22147	w	w	そして				
22149	w	w	そして				
21037	w	w	そして				
21041	w	w	そして				
21053	w	w	そして				
21054	w	w	そして				
22021	w	w	そして				
22023	w	w	そして				
22024	w	w	そして				
22036	w	w	そして				
22037	w	w	そして				
22054	w	w	そして				
22056	w	w	そして				
22079	w	w	そして				
22092	w	w	そして				
22102	w	w	そして				
22102	w	w	そして				
22113	w	w	そして				
22113	w	w	そして				
22133	w	w	そして				
22155	w	w	そして				
22157	w	w	そして				
21040	w	w	そして				
22085	w	w	そして				
22085	w	w	そして				
21041	w	w	そして				
21067	w	w	そして				
22087	w	w	そして				
23006	w	w	そして				
23011	w	w	そして				
23012	w	w	そして				
23013	w	w	そして				
23016	w	w	そして				
23018	w	w	そして				
23024	w	w	そして				
23029	w	w	そして				
23036	w	w	そして				
23039	w	w	そして				
23041	w	w	そして				
23042	w	w	そして				
23042	w	w	そして				
23045	w	w	そして				
23051	w	w	そして				
23051	w	w	そして				
23051	w	w	そして				
24006	w	w	そして				
24007	w	w	そして				
24007	w	w	そして				
24007	w	w	そして				
24010	w	w	そして				
24011	w	w	そして				
24012	w	w	そして				
24016	w	w	そして				
24016	w	w	そして				
23007	w	w	そして				
23020	w	w	そして				
24006	w	w	そして				
23051	w	w	そして				
24016	w	w	そして				
23021	w	w	そして				
23025	w	w	そして				
23016	w	w	そして				
23016	w	w	そして				
23037	w	w	そして				
23023	w	w	そして				
23031	w	w	そして				
25008	w	w	そして				
25008	w	w	そして				
25009	w	w	そして				
25009	w	w	そして				
25010	w	w	そして				
25010	w	w	そして				
25010	w	w	そして				
25010	w	w	そして				
25011	w	w	そして				
25013	w	w	そして				
25014	w	w	そして				
25017	w	w	そして				
25017	w	w	そして				
25020	w	w	そして				
25020	w	w	そして				
25041	w	w	そして				
25047	w	w	そして				
26006	w	w	そして				
26007	w	w	そして				
26007	w	w	そして				
26007	w	w	そして				
26016	w	w	そして				
26022	w	w	そして				
26022	w	w	そして				
26022	w	w	そして				
26024	w	w	そして				
26026	w	w	そして				
26026	w	w	そして				
26031	w	w	そして				
26035	w	w	そして				
25043	w	w	そして				
26003	w	w	そして				
26005	w	w	そして				
26008	w	w	そして				
26008	w	w	そして				
26014	w	w	そして				
26014	w	w	そして				
26026	w	w	そして				
25010	w	w	そして				
25010	w	w	そして				
25013	w	w	そして				
25025	w	w	そして				
25028	w	w	そして				
25031	w	w	そして				
25022	w	w	そして				
25038	w	w	そして				
25044	w	w	そして				
26029	w	w	そして				
26029	w	w	そして				
27007	w	w	そして				
27008	w	w	そして				
27017	w	w	そして				
27017	w	w	そして				
27020	w	w	そして				
27021	w	w	そして				
27023	w	w	そして				
27027	w	w	そして				
27027	w	w	そして				
27027	w	w	そして				
27028	w	w	そして				
27028	w	w	そして				
27028	w	w	そして				
27029	w	w	そして				
27037	w	w	そして				
27039	w	w	そして				
27040	w	w	そして				
27040	w	w	そして				
27041	w	w	そして				
27041	w	w	そして				
27046	w	w	そして				
27046	w	w	そして				
27053	w	w	そして				
27053	w	w	そして				
27053	w	w	そして				
27054	w	w	そして				
27054	w	w	そして				
28013	w	w	そして				
28013	w	w	そして				
28026	w	w	そして				
28029	w	w	そして				
28072	w	w	そして				
28090	w	w	そして				
28093	w	w	そして				
28094	w	w	そして				
28096	w	w	そして				
27047	w	w	そして				
28013	w	w	そして				
28028	w	w	そして				
28068	w	w	そして				
28068	w	w	そして				
28068	w	w	そして				
28068	w	w	そして				
28090	w	w	そして				
28070	w	w	そして				
28087	w	w	そして				
28094	w	w	そして				
28095	w	w	そして				
28099	w	w	そして				
29003	w	w	そして				
29003	w	w	そして				
29007	w	w	そして				
29007	w	w	そして				
29010	w	w	そして				
29010	w	w	そして				
29016	w	w	そして				
29016	w	w	そして				
29023	w	w	そして				
29023	w	w	そして				
29025	w	w	そして				
29027	w	w	そして				
29029	w	w	そして				
29035	w	w	そして				
29035	w	w	そして				
29036	w	w	そして				
29036	w	w	そして				
29036	w	w	そして				
29037	w	w	そして				
29037	w	w	そして				
29038	w	w	そして				
29039	w	w	そして				
29046	w	w	そして				
29046	w	w	そして				
29048	w	w	そして				
29048	w	w	そして				
29048	w	w	そして				
29048	w	w	そして				
29049	w	w	そして				
29050	w	w	そして				
29064	w	w	そして				
29070	w	w	そして				
29070	w	w	そして				
30006	w	w	そして				
30006	w	w	そして				
30008	w	w	そして				
30012	w	w	そして				
30019	w	w	そして				
30025	w	w	そして				
30025	w	w	そして				
30025	w	w	そして				
30028	w	w	そして				
30030	w	w	そして				
30030	w	w	そして				
30031	w	w	そして				
29007	w	w	そして				
29007	w	w	そして				
29016	w	w	そして				
29016	w	w	そして				
29016	w	w	そして				
29017	w	w	そして				
29020	w	w	そして				
29048	w	w	そして				
29052	w	w	そして				
29052	w	w	そして				
29070	w	w	そして				
29058	w	w	そして				
29007	w	w	そして				
29017	w	w	そして				
29040	w	w	そして				
16002	bykarw	w	そして	bykar	失業した		
13050	flanw	w	そして	flan	これこれの		
28074	znšw	w	そして	aw	三人称単数人称代名詞（彼、彼女）	zn	妻
24016	wayna	w	そして	ayny			
13050	zyntw	w	そして	zynt	飾り		
28103	bdw	w	そして	bwdn	・・・である		
25032	mydnw	w	そして	dadn	与える		
29048	zdnw	w	そして	zdn	打つ		
13019	amrw	amrwz	今日（きょう、こんにち）				
13003	amrwz	amrwz	今日（きょう、こんにち）				
22034	amrwz	amrwz	今日（きょう、こんにち）				
21075	amrwz	amrwz	今日（きょう、こんにち）				
22012	amrwz	amrwz	今日（きょう、こんにち）				
25002	amrw	amrwz	今日（きょう、こんにち）				
28024	amrwz	amrwz	今日（きょう、こんにち）				
29005	amrwz	amrwz	今日（きょう、こんにち）				
29037	amrwz	amrwz	今日（きょう、こんにち）				
30005	amrwz	amrwz	今日（きょう、こんにち）				
22031	amšb	amšb	今夜				
28101	amšb	amšb	今夜				
14011	awnja	ānja	そこ（で、に）				
13065	awnja	ānja	そこ（で、に）				
16007	awnja	ānja	そこ（で、に）				
16008	awnja	ānja	そこ（で、に）				
20006	awnja	ānja	そこ（で、に）				
20011	awnja	ānja	そこ（で、に）				
21076	anja	ānja	そこ（で、に）				
22031	awnja	ānja	そこ（で、に）				
22105	awnja	ānja	そこ（で、に）				
22133	awnja	ānja	そこ（で、に）				
22147	awnja	ānja	そこ（で、に）				
22092	awnja	ānja	そこ（で、に）				
23047	awnja	ānja	そこ（で、に）				
25027	awnja	ānja	そこ（で、に）				
26006	awnja	ānja	そこ（で、に）				
26035	awnja	ānja	そこ（で、に）				
27024	awnja	ānja	そこ（で、に）				
27027	awnja	ānja	そこ（で、に）				
28085	awnja	ānja	そこ（で、に）				
28093	awnja	ānja	そこ（で、に）				
28106	awnja	ānja	そこ（で、に）				
28108	awnja	ānja	そこ（で、に）				
28099	awnja	ānja	そこ（で、に）				
29023	awnja	ānja	そこ（で、に）				
30019	awnja	ānja	そこ（で、に）				
29019	awnja	ānja	そこ（で、に）				
30018	awnja	ānja	そこ（で、に）				
30009	awnja	ānja	そこ（で、に）				
11019	aynjay	aynja	ここ（に）				
16035	aynja	aynja	ここ（に）				
16051	aynja	aynja	ここ（に）				
16006	aynja	aynja	ここ（に）				
22091	aynja	aynja	ここ（に）				
23032	aynja	aynja	ここ（に）				
25030	aynja	aynja	ここ（に）				
25032	aynja	aynja	ここ（に）				
25036	aynja	aynja	ここ（に）				
25036	aynja	aynja	ここ（に）				
25039	aynja	aynja	ここ（に）				
25040	aynja	aynja	ここ（に）				
25033	aynja	aynja	ここ（に）				
28079	aynja	aynja	ここ（に）				
28007	aynja	aynja	ここ（に）				
28009	aynja	aynja	ここ（に）				
28026	aynja	aynja	ここ（に）				
29008	aynja	aynja	ここ（に）				
29070	aynja	aynja	ここ（に）				
29007	aynja	aynja	ここ（に）				
29022	aynja	aynja	ここ（に）				
29058	aynja	aynja	ここ（に）				
30002	aynja	aynja	ここ（に）				
30022	aynja	aynja	ここ（に）				
27047	aynea	aynea	これらのもの（こと）				
17009	ayna	aynea	これらのもの（こと）				
17007	ayna	aynea	これらのもの（こと）				
29016	aynea	aynea	これらのもの（こと）				
16018	byn	byn	・・・の間に				
17037	byn	byn	・・・の間に				
17035	byn	byn	・・・の間に				
12013	ps	ps	そこで				
13017	ps	ps	そこで				
18055	pa	ps	そこで				
23035	ps	ps	そこで				
23036	ps	ps	そこで				
23046	ps	ps	そこで				
23042	ps	ps	そこで				
23047	ps	ps	そこで				
23046	ps	ps	そこで				
28075	ps	ps	そこで				
29006	ps	ps	そこで				
29037	ps	ps	そこで				
29055	ps	ps	そこで				
20001	pšt	pšt	・・・背				
26015	trk	pšt	・・・背				
27016	trk	pšt	・・・背				
21063	pšt	pšt	・・・の後ろに				
25008	pšte ay	pšt	・・・の後ろに				
25004	pšte	pšt	・・・の後ろに				
27016	pšt	pšt	・・・の後ろに				
26004	pyš	pyš	前へ				
28090	pyše	pyš	前へ				
18033	pyša	pyš	前へ				
16002	pyš	pyš	前へ				
16040	pyš	pyš	前へ				
17005	pyš	pyš	前へ				
17031	pyš	pyš	前へ				
17031	pyš	pyš	前へ				
22040	pyš	pyš	前へ				
28080	pyš	pyš	前へ				
29023	pyš	pyš	前へ				
29029	pyš	pyš	前へ				
29028	pyš	pyš	前へ				
13043	tf	tf	つば				
11010	tw	tw	・・・の中に				
11010	tw	tw	・・・の中に				
11014	tw	tw	・・・の中に				
13012	twy	tw	・・・の中に				
13059	twy	tw	・・・の中に				
14008	twy	tw	・・・の中に				
14008	twy	tw	・・・の中に				
14010	tw	tw	・・・の中に				
14010	tw	tw	・・・の中に				
14012	twy	tw	・・・の中に				
14016	tw	tw	・・・の中に				
15014	tw	tw	・・・の中に				
15030	tw	tw	・・・の中に				
15031	tw	tw	・・・の中に				
15034	tw	tw	・・・の中に				
11011	tw	tw	・・・の中に				
15016	tw	tw	・・・の中に				
15032	tw	tw	・・・の中に				
15047	tw	tw	・・・の中に				
14019	tw	tw	・・・の中に				
16003	tw	tw	・・・の中に				
16008	tw	tw	・・・の中に				
16011	tw	tw	・・・の中に				
16011	tw	tw	・・・の中に				
16012	tw	tw	・・・の中に				
16013	tw	tw	・・・の中に				
16028	tw	tw	・・・の中に				
16033	tw	tw	・・・の中に				
16044	tw	tw	・・・の中に				
16044	tw	tw	・・・の中に				
16044	tw	tw	・・・の中に				
16045	twy	tw	・・・の中に				
16048	tw	tw	・・・の中に				
17018	tw	tw	・・・の中に				
18026	tw	tw	・・・の中に				
18028	tw	tw	・・・の中に				
20001	tw	tw	・・・の中に				
20001	tw	tw	・・・の中に				
20003	twy	tw	・・・の中に				
20012	tw	tw	・・・の中に				
20013	tw	tw	・・・の中に				
20013	tw	tw	・・・の中に				
20013	tw	tw	・・・の中に				
20027	tw	tw	・・・の中に				
16027	twy	tw	・・・の中に				
16027	tw	tw	・・・の中に				
16027	tw	tw	・・・の中に				
22004	tw	tw	・・・の中に				
22005	tw	tw	・・・の中に				
22007	tw	tw	・・・の中に				
22044	twy	tw	・・・の中に				
22044	twy	tw	・・・の中に				
22058	tw	tw	・・・の中に				
22056	tw	tw	・・・の中に				
22074	tw	tw	・・・の中に				
24007	tw	tw	・・・の中に				
24011	tw	tw	・・・の中に				
24019	twy	tw	・・・の中に				
26021	twy	tw	・・・の中に				
26026	twy	tw	・・・の中に				
25012	tw	tw	・・・の中に				
26014	twy	tw	・・・の中に				
26027	tw	tw	・・・の中に				
26028	tw	tw	・・・の中に				
26028	tw	tw	・・・の中に				
26032	tw	tw	・・・の中に				
28026	tw	tw	・・・の中に				
28017	tw	tw	・・・の中に				
28028	tw	tw	・・・の中に				
28063	tw	tw	・・・の中に				
28073	tw	tw	・・・の中に				
28073	tw	tw	・・・の中に				
28077	tw	tw	・・・の中に				
28086	tw	tw	・・・の中に				
28089	twy	tw	・・・の中に				
28021	tw	tw	・・・の中に				
28005	tw	tw	・・・の中に				
28099	tw	tw	・・・の中に				
30030	tw	tw	・・・の中に				
30031	twy	tw	・・・の中に				
30028	tw	tw	・・・の中に				
30029	tw	tw	・・・の中に				
30032	tw	tw	・・・の中に				
30026	tw	tw	・・・の中に				
30032	tw	tw	・・・の中に				
30033	tw	tw	・・・の中に				
14020	madrt	tw	・・・の中に	madr	母		
27028	tw	tw	・・・の中に				
16007	tw	tw	・・・の中に				
22132	tw	tw	・・・の中に				
23037	twy	tw	・・・の中に				
27008	tw	tw	・・・の中に				
27021	tw	tw	・・・の中に				
27039	twy	tw	・・・の中に				
27046	tw	tw	・・・の中に				
27014	tw	tw	・・・の中に				
27045	twy	tw	・・・の中に				
27050	tw	tw	・・・の中に				
29016	twy	tw	・・・の中に				
29016	twy	tw	・・・の中に				
29018	twy	tw	・・・の中に				
29026	tw	tw	・・・の中に				
29048	twy	tw	・・・の中に				
29048	twy	tw	・・・の中に				
29060	twy	tw	・・・の中に				
29033	tw	tw	・・・の中に				
29033	tw	tw	・・・の中に				
29052	tw	tw	・・・の中に				
22075	twy	twy	・・・の中に				
22077	twy	twy	・・・の中に				
22093	twy	twy	・・・の中に				
24016	twy	twy	・・・の中に				
13027	xlaşe	xlaşe	要約				
16007	xlaşe	xlaşe	要約				
16011	xlaşe	xlaşe	要約				
16012	xlaşe	xlaşe	要約				
16013	xlaşe	xlaşe	要約				
16018	xlaşe	xlaşe	要約				
16029	xlaşe	xlaşe	要約				
16030	xlaşe	xlaşe	要約				
16036	xlaşe	xlaşe	要約				
16039	xlaşe	xlaşe	要約				
16045	xlaşe	xlaşe	要約				
16047	xlaşe	xlaşe	要約				
16051	xlaşe	xlaşe	要約				
20018	xlaşe	xlaşe	要約				
20028	xlaşe	xlaşe	要約				
20030	xlaşe	xlaşe	要約				
20032	xlaşe	xlaşe	要約				
22025	xlaşe	xlaşe	要約				
22087	xlaşe	xlaşe	要約				
22126	xlaşe	xlaşe	要約				
22087	xlaşe	xlaşe	要約				
26031	xlaşe	xlaşe	要約				
30015	xlaşe	xlaşe	要約				
21071	drsty	drsty	正しさ				
15034	dm	dm	・・・のそばに				
17027	dm	dm	・・・のそばに				
22047	dm	dm	・・・のそばに				
22087	dm	dm	・・・のそばに				
23042	dm	dm	・・・のそばに				
23046	dm	dm	・・・のそばに				
24016	dm	dm	・・・のそばに				
23025	dm	dm	・・・のそばに				
23042	dm	dm	・・・のそばに				
25020	dm	dm	・・・のそばに				
27023	dm	dm	・・・のそばに				
28026	dm	dm	・・・のそばに				
24009	rasty	rasty	真実				
15048	rw	rw	・・・の上に				
15022	rw	rw	・・・の上に				
15039	rw	rw	・・・の上に				
15045	rw	rw	・・・の上に				
16003	rw	rw	・・・の上に				
16048	rw	rw	・・・の上に				
16007	rw	rw	・・・の上に				
16012	rw	rw	・・・の上に				
16038	rwy	rw	・・・の上に				
17005	rwy	rw	・・・の上に				
17011	rw	rw	・・・の上に				
17013	rw	rw	・・・の上に				
18034	rw	rw	・・・の上に				
18041	rw	rw	・・・の上に				
19012	rw	rw	・・・の上に				
19012	rw	rw	・・・の上に				
20028	rw	rw	・・・の上に				
20035	rw	rw	・・・の上に				
20008	rw	rw	・・・の上に				
22087	rwy	rw	・・・の上に				
22062	rw	rw	・・・の上に				
22020	rwy	rw	・・・の上に				
22048	rwy	rw	・・・の上に				
23006	rwy	rw	・・・の上に				
23014	rw	rw	・・・の上に				
23005	rw	rw	・・・の上に				
28057	rw	rw	・・・の上に				
28040	rw	rw	・・・の上に				
27016	rwy	rw	・・・の上に				
27036	rwy	rw	・・・の上に				
17010	rw	rw	・・・の上に				
28102	rw	rw	・・・の上に				
21005	rwzy	rwzy	ある日				
21055	rwzy	rwzy	ある日				
28088	rwzy	rwzy	ある日				
13013	šb	šb	夜				
12004	šb	šb	夜				
12009	šb	šb	夜				
12008	šb eayy	šb	夜				
18066	šb	šb	夜				
28038	šb	šb	夜				
28042	šb	šb	夜				
28044	šb	šb	夜				
28034	šb	šb	夜				
28101	šb	šb	夜				
30030	šb	šb	夜				
22041	frda	frda	明日				
22043	frda	frda	明日				
28075	frda	frda	明日				
22006	knar	knar	側〔わき〕				
22009	knar	knar	側〔わき〕				
22068	knar	knar	側〔わき〕				
29023	knar	knar	側〔わき〕				
30023	knar	knar	側〔わき〕				
25009	la	la	・・・の内に				
28022	lay	lay	沈殿物				
13019	mç	mçl	類似				
13003	mçl	mçl	類似				
13005	mçl	mçl	類似				
13036	mç	mçl	類似				
13059	mçl	mçl	類似				
18032	mçl	mçl	類似				
22009	mçl	mçl	類似				
22155	mçl	mçl	類似				
23044	mçl	mçl	類似				
27028	mçl	mçl	類似				
30002	mçl	mçl	類似				
30002	mçl	mçl	類似				
19003	emrae	emrae	旅の仲間（連れ）				
21046	emrae	emrae	旅の仲間（連れ）				
30022	emrae	emrae	旅の仲間（連れ）				
22013	āxryn	āxryn	最後の				
22037	āxryn	āxryn	最後の				
24006	āxryn	āxryn	最後の				
15050	ās w ças	ās w pas	貧しい				
22144	aštbaey	aštbaey	間違った				
17024	āeny	āeny	鉄の				
17024	āeny	āeny	鉄の				
17026	āeny	āeny	鉄の				
17026	āeny	āeny	鉄の				
16026	awlyn	awlyn	第一の				
28088	āwyzwn	āwyzan	ぶら下がっている				
28107	āwyzwn	āwyzan	ぶら下がっている				
13013	bady	bady	風の				
13013	bady	bady	風の				
27040	bady	bady	風の				
12012	baz	baz	開いた				
15034	wa	baz	開いた				
30033	baz	baz	開いた				
29058	baz	baz	開いた				
22106	baeš	baewš	利口な				
22126	baeaš	baewš	利口な				
29070	brgšte	brgšte	ひっくり返った				
27045	bryde	bryde	切られた				
27046	bryde	bryde	切られた				
13020	bryn	bryn	最高の				
23015	betr	betr	よりよい				
25033	betr	betr	よりよい				
12011	byabwny	byabany	荒野の				
12015	byabwny	byabany	荒野の				
12005	byabwny	byabany	荒野の				
12009	byabwny	byabany	荒野の				
12010	byabwny	byabany	荒野の				
12014	byabwny	byabany	荒野の				
12006	byabwny	byabany	荒野の				
12017	byabwny	byabany	荒野の				
16003	bykar	bykar	失業した				
16007	bykar	bykar	失業した				
13008	bymwŕ'	bymwŕ'	不適合な				
21064	bynmk	bynmk	塩のない				
27048	pašyde	pašyde	まき散らされた				
17004	plasyde	plasyde	pžmrdeと同義				
17004	plasyde	plasyde	pžmrdeと同義				
13059	pyda	pyda	見える				
18003	pyda	pyda	見える				
18059	pyda	pyda	見える				
18007	pyda	pyda	見える				
18021	pyda	pyda	見える				
18008	pyda	pyda	見える				
26010	pyda	pyda	見える				
12014	pyda	pyda	見える				
13026	pyda	pyda	見える				
16030	pyda	pyda	見える				
17024	pyda	pyda	見える				
17040	pyda	pyda	見える				
18052	pyda	pyda	見える				
18045	pyda	pyda	見える				
18069	pyda	pyda	見える				
27054	pyda	pyda	見える				
27053	pyda	pyda	見える				
28106	pyda	pyda	見える				
29016	tar	taryk	暗い				
29048	tar	taryk	暗い				
29048	tar	taryk	暗い				
30022	tk	tk	ただ一つの				
29016	tyr	tyr	暗い				
29048	tyre	tyr	暗い				
