27055	انشاءلله	الهاء	おお神よ！				
28013	اینا	ها	名詞複数形語尾	این	この		
28042	اینا	ها	名詞複数形語尾	این	この		
28061	اینا	ها	名詞複数形語尾	این	この		
28064	اینا	ها	名詞複数形語尾	این	この		
28077	اینا	ها	名詞複数形語尾	این	この		
28056	اینا	ها	名詞複数形語尾	این	この		
28070	اینا	ها	名詞複数形語尾	این	この		
29048	اینا	ها	名詞複数形語尾	این	この		
29017	اینا	ها	名詞複数形語尾	این	この		
23014	اینا	ها	名詞複数形語尾	این	この		
22149	انسان ها	ها	名詞複数形語尾	انسان	人間		
24004	بچه 該当無_ها1	ها	名詞複数形語尾	بچه	子供		
27054	پسرای	ها	名詞複数形語尾	پسر	息子		
27053	پسرا	ها	名詞複数形語尾	پسر	息子		
29062	پسرای	ها	名詞複数形語尾	پسر	息子		
29053	پسران	ها	名詞複数形語尾	پسر	息子		
27042	پسرا	ها	名詞複数形語尾	پسر	息子		
16012	چیزا	ها	名詞複数形語尾	چیز	もの		
21004	دخترا	ها	名詞複数形語尾	دختر	娘		
21005	دخترا	ها	名詞複数形語尾	دختر	娘		
27030	دخترای	ها	名詞複数形語尾	دختر	娘		
29027	دخترا	ها	名詞複数形語尾	دختر	娘		
22130	دفعه های	ها	名詞複数形語尾	دفعه	回		
27026	روزا	ها	名詞複数形語尾	روز	日		
17001	زمان های	ها	名詞複数形語尾	زمان	時代		
27022	کارا	ها	名詞複数形語尾	کار	仕事		
28090	کنیزا	ها	名詞複数形語尾	کنیز	女奴隷		
22156	ملکه ها	ها	名詞複数形語尾	ملک	王		
22113	ملکه ها	ها	名詞複数形語尾	ملکه	女王		
29048	پسرا	ها	名詞複数形語尾男_پسر;				
17040	هرچی	هرچه	・・・するものは何でも				
17042	هرچی	هرچه	・・・するものは何でも				
18001	هرچه	هرچه	・・・するものは何でも				
18028	هرچه	هرچه	・・・するものは何でも				
22011	هرچی	هرچه	・・・するものは何でも				
22084	هرچی	هرچه	・・・するものは何でも				
22133	هرچی	هرچه	・・・するものは何でも				
22153	هرچه	هرچه	・・・するものは何でも				
22044	هرچی	هرچه	・・・するものは何でも				
22081	هرچی	هرچه	・・・するものは何でも				
22156	هرچه	هرچه	・・・するものは何でも				
27003	هرروز	هرروز	毎日				
23054	هرگز	هرگز	（否定動詞とともに）決して・・・ない				
12006	هم	هم	・・もまた				
12023	هم	هم	・・もまた				
13021	هم	هم	・・もまた				
13042	هم	هم	・・もまた				
13042	هم	هم	・・もまた				
13063	هم	هم	・・もまた				
14012	هم	هم	・・もまた				
14012	هم	هم	・・もまた				
14014	هم	هم	・・もまた				
14018	هم	هم	・・もまた				
14020	هم	هم	・・もまた				
15007	هم	هم	・・もまた				
15048	هم	هم	・・もまた				
15051	هم	هم	・・もまた				
12006	هم	هم	・・もまた				
12015	هم	هم	・・もまた				
12022	هم	هم	・・もまた				
13063	هم	هم	・・もまた				
13065	هم	هم	・・もまた				
11011	هم	هم	・・もまた				
16028	هم	هم	・・もまた				
17004	هم	هم	・・もまた				
17023	هم	هم	・・もまた				
17036	هم	هم	・・もまた				
18025	هم	هم	・・もまた				
18038	هم	هم	・・もまた				
18047	هم	هم	・・もまた				
18048	هم	هم	・・もまた				
18051	هم	هم	・・もまた				
18066	هم	هم	・・もまた				
19010	هم	هم	・・もまた				
19012	هم	هم	・・もまた				
20005	هم	هم	・・もまた				
20005	هم	هم	・・もまた				
20016	هم	هم	・・もまた				
20016	هم	هم	・・もまた				
20026	هم	هم	・・もまた				
20029	هم	هم	・・もまた				
20035	هم	هم	・・もまた				
16020	هم	هم	・・もまた				
16036	هم	هم	・・もまた				
18018	هم	هم	・・もまた				
18008	هم	هم	・・もまた				
21012	هم	هم	・・もまた				
21042	هم	هم	・・もまた				
21072	هم	هم	・・もまた				
21076	هم	هم	・・もまた				
22004	هم	هم	・・もまた				
22060	هم	هم	・・もまた				
22129	هم	هم	・・もまた				
22159	هم	هم	・・もまた				
22085	هم	هم	・・もまた				
22116	هم	هم	・・もまた				
22012	هم	هم	・・もまた				
23033	هم	هم	・・もまた				
24007	هم	هم	・・もまた				
24009	هم	هم	・・もまた				
24010	هم	هم	・・もまた				
24012	هم	هم	・・もまた				
24016	هم	هم	・・もまた				
25015	هم	هم	・・もまた				
25016	هم	هم	・・もまた				
25017	هم	هم	・・もまた				
25030	هم	هم	・・もまた				
25032	هم	هم	・・もまた				
25047	هم	هم	・・もまた				
26007	هم	هم	・・もまた				
26026	هم	هم	・・もまた				
26035	هم	هم	・・もまた				
25045	هم	هم	・・もまた				
27005	هم	هم	・・もまた				
27018	هم	هم	・・もまた				
27028	هم	هم	・・もまた				
27028	هم	هم	・・もまた				
27041	هم	هم	・・もまた				
27053	هم	هم	・・もまた				
28013	هم	هم	・・もまた				
28041	هم	هم	・・もまた				
28066	هم	هم	・・もまた				
28072	هم	هم	・・もまた				
28077	هم	هم	・・もまた				
28086	هم	هم	・・もまた				
28093	هم	هم	・・もまた				
28097	هم	هم	・・もまた				
28105	هم	هم	・・もまた				
27047	هم	هم	・・もまた				
28024	هم	هم	・・もまた				
29005	هم	هم	・・もまた				
29005	هم	هم	・・もまた				
29026	هم	هم	・・もまた				
29048	هم	هم	・・もまた				
29069	هم	هم	・・もまた				
29071	هم	هم	・・もまた				
29005	سفره م	هم	・・もまた 	سفره	食布		
26006	وگوسفندارم	هم	・・もまた	دار	未決 	گوسفند	羊
17011	رم	هم	・・もまた	را	・・・を		
28074	رم	هم	・・もまた	را	・・・を		
28106	رم	هم	・・もまた	را	・・・を		
28108	رم	هم	・・もまた	را	・・・を		
22086	چیزارم	هم	・・もまた	را	・・・を	چیز	もの
22150	چیزیرم	هم	・・もまた	را	・・・を	چیز	もの
27007	گاورم	هم	・・もまた	را	・・・を	گاو	牛
22040	ماهیرم	هم	・・もまた	را	・・・を	ماهی	魚
22075	میوه هارم	هم	・・もまた	را	・・・を	میوه	果物
20013	دیگم	هم	・・もまた	دیگر	さらに		
16041	اینجام	هم	・・もまた	اینجا	ここ（に）		
16050	اینجام	هم	・・もまた	اینجا	ここ（に）		
25026	اینجام	هم	・・もまた	اینجا	ここ（に）		
13021	کچلم	هم	・・もまた	کچل	禿げた		
15050	اونم	هم	・・もまた	آن	あれ		
20005	اونم	هم	・・もまた	آن	あれ		
13009	اونم	هم	・・もまた	آن	あれ		
28008	اونم	هم	・・もまた	آن	あれ		
16003	اینم	هم	・・もまた	این	この		
16057	اینم	هم	・・もまた	این	この		
17044	اینام	هم	・・もまた	این	この		
17046	اینا	هم	・・もまた	این	この		
20019	اینام	هم	・・もまた	این	この		
22079	اینم	هم	・・もまた	این	この		
25018	اینم	هم	・・もまた	این	この		
28106	اینم	هم	・・もまた	این	この		
17014	حاکمم	هم	・・もまた	حاکم	知事		
13036	کورم	هم	・・もまた	کور	盲目の		
18054	آبم	هم	・・もまた	آب	水		
18026	اسبم	هم	・・もまた	اسب	馬		
28090	ایناشم	هم	・・もまた	او	三人称単数人称代名詞（彼、彼女）	این	この
28088	طوقشو	هم	・・もまた	او	三人称単数人称代名詞（彼、彼女）	طوق	首輪
26007	گوسفندانشم	هم	・・もまた	او	三人称単数人称代名詞（彼、彼女）	گوسفند	羊
23010	پسرشم	هم	・・もまた	او	三人称単数人称代名詞（彼、彼女）	پسر	息子
13031	تنشم	هم	・・もまた	او	三人称単数人称代名詞（彼、彼女）	تن	体
22013	تورشم	هم	・・もまた	او	三人称単数人称代名詞（彼、彼女）	تور	網
23026	خودشم	هم	・・もまた	او	三人称単数人称代名詞（彼、彼女）	خود	自身
29023	خودشم	هم	・・もまた	او	三人称単数人称代名詞（彼、彼女）	خود	自身
22007	زنشم	هم	・・もまた	او	三人称単数人称代名詞（彼、彼女）	زن	妻
26030	شلوارشم	هم	・・もまた	او	三人称単数人称代名詞（彼、彼女）	شلوار	ズボン
26030	شلوارشم	هم	・・もまた	او	三人称単数人称代名詞（彼、彼女）	شلوار	ズボン
22064	طبقشم	هم	・・もまた	او	三人称単数人称代名詞（彼、彼女）	طبقه	層
22096	نتیجشم	هم	・・もまた	او	三人称単数人称代名詞（彼、彼女）	نتیجه	結果
28076	پادشاهم	هم	・・もまた	پادشاه	王		
23010	پسرم	هم	・・もまた	پسر	息子		
13021	باباتم	هم	・・もまた	تو	お前	بابا	おとうちゃん
22032	تورتم	هم	・・もまた	تو	お前	تور	網
18028	جام	هم	・・もまた	جا	場所		
25039	جام	هم	・・もまた	جا	場所		
22063	خونرم	هم	・・もまた	خانه	家		
22082	خونرم	هم	・・もまた	خانه	家		
12010	دخترم	هم	・・もまた	دختر	娘		
25010	دخترم	هم	・・もまた	دختر	娘		
29029	دخترم	هم	・・もまた	دختر	娘		
29028	دخترم	هم	・・もまた	دختر	娘		
11013	دیوم	هم	・・もまた	دیو	悪魔		
26019	زنم	هم	・・もまた	زن	妻		
29070	سرم	هم	・・もまた	سر	頭		
22033	صندوقیم	هم	・・もまた	صندوق	箱		
17040	عروسمو	هم	・・もまた	عروس	花嫁		
13021	کله پاچشم	هم	・・もまた	کله پاچه	キャレパーチェ（煮込み料理）		
29070	مادرم	هم	・・もまた	مادر	母		
29003	ماستم	هم	・・もまた	ماست	ヨーグルト		
13021	منم	هم	・・もまた	من	私		
13050	منم	هم	・・もまた	من	私		
18023	منم	هم	・・もまた	من	私		
20018	منم	هم	・・もまた	من	私		
20022	منم	هم	・・もまた	من	私		
18029	منم	هم	・・もまた	من	私		
18014	منم	هم	・・もまた	من	私		
13041	ورم	هم	・・もまた	ور	方向		
29070	وزیرم	هم	・・もまた	وزیر	大臣		
11020	همونجا	همآنجا	丁度その時				
11011	همیشه	همیشه	常に				
18028	همیشه	همیشه	常に				
29012	همیشه	همیشه	常に				
30017	همینجا	همینجا	まさにここ				
12023	همینجوری	همینطور	このように				
16007	همینطور	همینطور	このように				
17015	همینطوری	همینطور	このように				
18005	همینطو	همینطور	このように				
18005	همینطور	همینطور	このように				
18032	همینطور	همینطور	このように				
18037	همینطور	همینطور	このように				
17009	هنوز	هنوز	まだ				
21066	هنوز	هنوز	まだ				
28077	هولکی	هولکی	急いで				
27029	هولکی	هولکی	急いで				
28039	واسه	واسه	・・・のために				
22079	واقعاً	واقعا	本当に				
13048	والله	والله	神にかけて				
28092	والله	والله	神にかけて				
28030	والله	والله	神にかけて				
28049	والله	والله	神にかけて				
16039	ولی	ولی	しかし				
18016	ولی	ولی	しかし				
18028	ولی	ولی	しかし				
21045	ولی	ولی	しかし				
21062	ولی	ولی	しかし				
21066	ولی	ولی	しかし				
22054	ولی	ولی	しかし				
22063	ولی	ولی	しかし				
22083	ولی	ولی	しかし				
22091	ولی	ولی	しかし				
22126	ولی	ولی	しかし				
22132	ولی	ولی	しかし				
22140	ولی	ولی	しかし				
22151	ولی	ولی	しかし				
16018	یا	یا	または				
16022	یا	یا	または				
16045	یا	یا	または				
16044	یا	یا	または				
22025	یا	یا	または				
22041	یا	یا	または				
24016	یا	یا	または				
23045	یا	یا	または				
28046	یا	یا	または				
18037	یالا	یالا	急げ！				
16012	اینجور	اینجور	このような				
11015	اینطِری	اینطور	このように				
16018	اینجوری	اینطور	このように				
22040	اینطوری	اینطور	このように				
24006	اینطور	اینطور	このように				
24006	اینطور	اینطور	このように				
28100	اینجوری	اینطور	このように				
28094	اینطوره	اینطور	このように				
25033	اینجوری	اینطوری	اینطور				
27050	اینجوری	اینطوری	اینطور				
29009	اینجوری	اینطوری	اینطور				
29024	اینجوری	اینطوری	اینطور				
15015	بس	بس	十分な				
28022	بس	بس	十分な				
21061	بسیار	بسیار	多くの				
11004	بعد	بعد	後に				
11005	بعد	بعد	後に				
11008	بعد	بعد	後に				
11009	بعد	بعد	後に				
11011	بعد	بعد	後に				
11011	بعد	بعد	後に				
11012	بعد	بعد	後に				
13018	بعد	بعد	後に				
19002	بعد	بعد	後に				
19003	بعد	بعد	後に				
19004	بعد	بعد	後に				
19005	بعد	بعد	後に				
19009	بعد	بعد	後に				
19011	بعد	بعد	後に				
20002	بعد	بعد	後に				
20002	بعد	بعد	後に				
20005	بعد	بعد	後に				
20006	بعد	بعد	後に				
20013	بعد	بعد	後に				
20013	بعد	بعد	後に				
20027	بعد	بعد	後に				
20035	بعد	بعد	後に				
20035	بعد	بعد	後に				
19006	بعد	بعد	後に				
21025	بعد	بعد	後に				
21032	بعد	بعد	後に				
21050	بعد	بعد	後に				
21053	بعد	بعد	後に				
21060	بعد	بعد	後に				
21067	بعد	بعد	後に				
23031	بعد	بعد	後に				
27021	بعد	بعد	後に				
27042	بعد	بعد	後に				
27042	بعد	بعد	後に				
27050	بعد	بعد	後に				
30012	بعد	بعد	後に				
30019	بعد	بعد	後に				
30016	بعد	بعد	後に				
30022	بعد	بعد	後に				
30023	بعد	بعد	後に				
15001	بعد	بعد	後に				
15002	بعد	بعد	後に				
15027	بعد	بعد	後に				
16004	بعد	بعد	後に				
16009	بعد	بعد	後に				
16011	بعد	بعد	後に				
17018	بعد	بعد	後に				
17023	بعد	بعد	後に				
17028	بعد	بعد	後に				
17031	بعد	بعد	後に				
17035	بعد	بعد	後に				
17047	بعد	بعد	後に				
23008	بعد	بعد	後に				
23015	بعد	بعد	後に				
23043	بعد	بعد	後に				
23025	بعد	بعد	後に				
23033	بعد	بعد	後に				
24016	بعد	بعد	後に				
23012	بعد	بعد	後に				
25019	بعد	بعد	後に				
18003	بلند	بلند	高い				
26022	بلند	بلند	高い				
13013	بلند	بلند	高い				
25010	بلند	بلند	高い				
26008	بلند	بلند	高い				
28077	بلند	بلند	高い				
28077	بلند	بلند	高い				
30030	بلند	بلند	高い				
30018	بلند	بلند	高い				
15009	پاک	پاک	清潔な				
18028	پر	پر	満ちた				
23031	پر	پر	満ちた				
23023	پر	پر	満ちた				
17004	تازه	تازه	新鮮な				
22062	تازه	تازه	新鮮な				
11020	جدا	جدا	個々の				
11021	جدا	جدا	個々の				
11011	چند	چند	いくら				
11011	چند	چند	いくら				
17019	چند	چند	いくら				
17038	چند	چند	いくら				
20013	چند	چند	いくら				
16013	چند	چند	いくら				
20008	چند	چند	いくら				
16008	چند	چند	いくら				
19006	چند	چند	いくら				
21042	چند	چند	いくら				
22131	چند	چند	いくら				
21032	چند	چند	いくら				
22136	چند	چند	いくら				
23012	چند	چند	いくら				
23025	چند	چند	いくら				
25019	چند	چند	いくら				
26020	چند	چند	いくら				
28038	چند	چند	いくら				
28002	چند	چند	いくら				
28024	چند	چند	いくら				
28068	چند	چند	いくら				
28085	چند	چند	いくら				
28090	چند	چند	いくら				
29048	چند	چند	いくら				
30019	چند	چند	いくら				
30022	چند	چند	いくら				
18019	حسابی	حسابی	計算の				
28069	حسابی	حسابی	計算の				
29046	خاموش	خاموش	黙っている				
29067	خاموش	خاموش	黙っている				
13045	خوب	خوب	良い				
23034	خوب	خوب	良い				
28036	خوب	خوب	良い				
28095	خوب	خوب	良い				
30021	خوب	خوب	良い				
29004	خوب	خوب	良い				
30017	خوب	خوب	良い				
13024	خوب	خوب	良い				
13022	خوب	خوب	良い				
13047	خوب	خوب	良い				
13033	خوب	خوب	良い				
22092	خوب	خوب	良い				
22103	خوب	خوب	良い				
30016	خوب	خوب	良い				
13042	خوب	خوب	良い				
13043	خوب	خوب	良い				
28104	خوب	خوب	良い				
28106	خوب	خوب	良い				
22151	خوبی	خوب	良い				
23015	خوب	خوب	良い				
12018	خوب	خوب	良い				
13003	خوب	خوب	良い				
13046	خوب	خوب	良い				
13061	خوب	خوب	良い				
13050	خوب	خوب	良い				
15038	خوب	خوب	良い				
13050	بهترین	خوب	良い				
15006	خوب	خوب	良い				
16039	خوب	خوب	良い				
18010	خب	خوب	良い				
18054	خوب	خوب	良い				
19007	خوب	خوب	良い				
20029	خوب	خوب	良い				
20035	خوب	خوب	良い				
19006	خوب	خوب	良い				
22039	خوب	خوب	良い				
22042	خوب	خوب	良い				
22023	خوب	خوب	良い				
22059	خوب	خوب	良い				
22079	خوب	خوب	良い				
22114	خوب	خوب	良い				
21076	خوبی	خوب	良い				
23025	خوب	خوب	良い				
26035	خوب	خوب	良い				
28071	خوب	خوب	良い				
27050	خوب	خوب	良い				
28097	خوبه	خوب	良い				
29037	خوب	خوب	良い				
29054	خوب	خوب	良い				
30027	خوب	خوب	良い				
22146	خوب	خوب	良い				
23025	خوب	خوب	良い				
24016	خوب	خوب	良い				
24006	خوب	خوب	良い				
21023	خوش	خوش	良い				
12010	خیلی	خیلی	非常に				
12018	خیلی	خیلی	非常に				
13005	خیلی	خیلی	非常に				
13019	خیلی	خیلی	非常に				
13019	خیلی	خیلی	非常に				
13024	خیلی	خیلی	非常に				
15032	خیلی	خیلی	非常に				
12021	خیلی	خیلی	非常に				
13022	خیلی	خیلی	非常に				
13033	خیلی	خیلی	非常に				
13045	خیلی	خیلی	非常に				
12022	خیلی	خیلی	非常に				
15006	خیلی	خیلی	非常に				
16047	خیلی	خیلی	非常に				
16051	خیلی	خیلی	非常に				
18005	خیلی	خیلی	非常に				
16002	خیلی	خیلی	非常に				
16040	خیلی	خیلی	非常に				
20008	خیلی	خیلی	非常に				
20012	خیلی	خیلی	非常に				
21004	خیلی	خیلی	非常に				
21073	خیلی	خیلی	非常に				
22015	خیلی	خیلی	非常に				
22039	خیلی	خیلی	非常に				
22057	خیلی	خیلی	非常に				
22078	خیلی	خیلی	非常に				
22098	خیلی	خیلی	非常に				
22120	خیلی	خیلی	非常に				
22129	خیلی	خیلی	非常に				
22023	خیلی	خیلی	非常に				
22023	خیلی	خیلی	非常に				
22038	خیلی	خیلی	非常に				
22081	خیلی	خیلی	非常に				
22111	خیلی	خیلی	非常に				
22126	خیلی	خیلی	非常に				
22144	خیلی	خیلی	非常に				
22002	خیلی	خیلی	非常に				
22009	خیلی	خیلی	非常に				
22132	خیلی	خیلی	非常に				
22012	خیلی	خیلی	非常に				
22014	خیلی	خیلی	非常に				
24004	خیلی	خیلی	非常に				
24010	خیلی	خیلی	非常に				
24012	خیلی	خیلی	非常に				
25004	چیلی	خیلی	非常に				
26017	خیلی	خیلی	非常に				
28097	خیلی	خیلی	非常に				
29018	خیلی	خیلی	非常に				
30023	خیلی	خیلی	非常に				
13062	درست	درست	正確に				
15007	درست	درست	正確に				
15009	درست	درست	正確に				
15037	درست	درست	正確に				
20015	درست	درست	正確に				
22124	درست	درست	正確に				
21061	درست	درست	正確に				
21062	درست	درست	正確に				
22059	درست	درست	正確に				
28042	درست	درست	正確に				
29014	درست	درست	正確に				
15042	دوباره	دوباره	再び				
21027	دوباره	دوباره	再び				
22030	دوباره	دوباره	再び				
22068	دوباره	دوباره	再び				
22069	دوباره	دوباره	再び				
22070	دوباره	دوباره	再び				
22081	دوباره	دوباره	再び				
22087	دوباره	دوباره	再び				
22087	دوباره	دوباره	再び				
22091	دوباره	دوباره	再び				
22100	دوباره	دوباره	再び				
22100	دوباره	دوباره	再び				
22100	دوباره	دوباره	再び				
22101	دوباره	دوباره	再び				
22106	دوباره	دوباره	再び				
22111	دوباره	دوباره	再び				
22135	دوباره	دوباره	再び				
22087	دوباره	دوباره	再び				
22113	دوباره	دوباره	再び				
23051	دوباره	دوباره	再び				
26035	دوباره	دوباره	再び				
28107	دوباره	دوباره	再び				
29039	دوباره	دوباره	再び				
12017	دور	دور	遠い				
27012	دور	دور	遠い				
21056	دور	دور	遠い				
22105	دیگه	دیگر	（否定詞とともに）もはや…でない				
22115	دیگه	دیگر	（否定詞とともに）もはや…でない				
22154	دیگه	دیگر	（否定詞とともに）もはや…でない				
22159	دیگه	دیگر	（否定詞とともに）もはや…でない				
22114	دیگه	دیگر	（否定詞とともに）もはや…でない				
22117	دیگه	دیگر	（否定詞とともに）もはや…でない				
22117	دیگه	دیگر	（否定詞とともに）もはや…でない				
22159	دیگه	دیگر	（否定詞とともに）もはや…でない				
22158	دیگه	دیگر	（否定詞とともに）もはや…でない				
28061	دیگه	دیگر	（否定詞とともに）もはや…でない				
13012	دیه	دیگر	さらに				
13036	دیگه	دیگر	さらに				
13036	دیگه	دیگر	さらに				
13036	دیگه	دیگر	さらに				
14014	دیگه	دیگر	さらに				
15035	دیگه	دیگر	さらに				
15035	دیگه	دیگر	さらに				
15035	دیگه	دیگر	さらに				
15037	دیگه	دیگر	さらに				
15050	دیگه	دیگر	さらに				
11021	دیگه	دیگر	さらに				
13009	دیه	دیگر	さらに				
13061	دیگه	دیگر	さらに				
12010	دیگه	دیگر	さらに				
13032	جیگر	دیگر	さらに				
17022	دیگه	دیگر	さらに				
17047	دیگه	دیگر	さらに				
18066	دیگه	دیگر	さらに				
19013	دیگه	دیگر	さらに				
16012	دیگه	دیگر	さらに				
16012	دیگه	دیگر	さらに				
16032	دیگه	دیگر	さらに				
20008	دیگه	دیگر	さらに				
22061	دیگه	دیگر	さらに				
22080	دیگه	دیگر	さらに				
22104	دیگه	دیگر	さらに				
22138	دیگه	دیگر	さらに				
22153	دیگه	دیگر	さらに				
22103	دیگه	دیگر	さらに				
22012	دیگه	دیگر	さらに				
22116	دیگه	دیگر	さらに				
22150	دیگه ای	دیگر	さらに				
23046	دیگه	دیگر	さらに				
24010	دیگه	دیگر	さらに				
24016	دیگه	دیگر	さらに				
24003	دیگه	دیگر	さらに				
23012	دیگی	دیگر	さらに				
23039	دیگه	دیگر	さらに				
25019	دیگه	دیگر	さらに				
25020	دیگه	دیگر	さらに				
27037	دیگه	دیگر	さらに				
13018	دیه	دیگر	さらに				
13019	دیگه	دیگر	さらに				
23022	دیگه	دیگر	さらに				
19001	زیاد	زیاد	たいへん				
18016	زیاد	زیاد	たいへん				
22027	زیاد	زیاد	たいへん				
16029	زیر	زیر	・・・の下に				
16047	زیر	زیر	・・・の下に				
22153	زیر	زیر	・・・の下に				
21053	زیر	زیر	・・・の下に				
21053	زیر	زیر	・・・の下に				
22113	زیر	زیر	・・・の下に				
22142	زیر	زیر	・・・の下に				
23001	زیر	زیر	・・・の下に				
24014	زیر	زیر	・・・の下に				
25015	زیر	زیر	・・・の下に				
25017	زیر	زیر	・・・の下に				
25029	زیر	زیر	・・・の下に				
25035	زیر	زیر	・・・の下に				
25022	زیر	زیر	・・・の下に				
25025	زیر	زیر	・・・の下に				
25031	زیر	زیر	・・・の下に				
25038	زیر	زیر	・・・の下に				
25044	زیر	زیر	・・・の下に				
30018	زیر	زیر	・・・の下に				
21036	سخت	سخت	ひどく				
20012	صاف	صاف	澄んだ				
16040	فرز	فرز	すばやい				
17046	قبل	قبل	…前に（時間）				
20035	قبل	قبل	…前に（時間）				
22015	قشنگ	قشنگ	美しい				
22016	قشنگ	قشنگ	美しい				
22014	قشنگ	قشنگ	美しい				
22037	قشنگ	قشنگ	美しい				
25017	قشنگ	قشنگ	美しい				
30023	قشنگی	قشنگ	美しい				
29042	کم	کم	少しの				
18001	کم	کم	少しの				
21043	کم	کم	少しの				
21043	کم	کم	少しの				
21051	کم	کم	少しの				
21051	کم	کم	少しの				
18033	گرم	گرم	暑い				
28042	گرم	گرم	暑い				
27051	لابد	لابد	必ず				
28090	لابد	لابد	必ず				
28014	لابد	لابد	必ず				
23016	مفصل	مفصل	詳細な				
16039	نرم	نرم	静かに				
18066	نزدیک	نزدیک	近い				
21058	نزدیک	نزدیک	近い				
21068	نزدیک	نزدیک	近い				
23048	همچی	همچنین	このように				
13005	همچین	همچین	همچنینの短縮形				
13052	همچین	همچین	همچنینの短縮形				
17032	همچین	همچین	همچنینの短縮形				
22057	همچین	همچین	همچنینの短縮形				
22079	همچین	همچین	همچنینの短縮形				
27035	همچین	همچین	همچنینの短縮形				
28022	همچین	همچین	همچنینの短縮形				
28098	همچین	همچین	همچنینの短縮形				
28093	همچین	همچین	همچنینの短縮形				
28109	همچین	همچین	همچنینの短縮形				
28033	همچین	همچین	همچنینの短縮形				
28065	همچین	همچین	همچنینの短縮形				
16023	ول	ول	ゆるんだ				
12015	آخر	آخر	終り				
18035	آخر	آخر	終り				
17026	آخر	آخر	終り				
22060	آخر	آخر	終り				
22066	آخر	آخر	終り				
22040	آخر	آخر	終り				
29032	آخر	آخر	終り				
21042	آرام	آرام	静かな				
15030	اول	اول	第一に				
15031	اول	اول	第一に				
11011	اوّل	اول	第一に				
11012	اول	اول	第一に				
21044	اول	اول	第一に				
20029	اولیه	اول	第一に				
25033	اول	اول	第一に				
14015	بالا	بالا	上部				
15050	بالا	بالا	上部				
15050	بالا	بالا	上部				
11018	بالا	بالا	上部				
11019	بالا	بالا	上部				
15050	بالا	بالا	上部				
14013	بالا	بالا	上部				
15027	بالا	بالا	上部				
15050	بانا	بالا	上部				
20037	بالا	بالا	上部				
16054	بالا	بالا	上部				
19013	بالا	بالا	上部				
20036	بالا	بالا	上部				
22109	بالاتر	بالا	上部				
22017	بالا	بالا	上部				
21058	بالای	بالا	上部				
22014	بالا	بالا	上部				
22114	بالاترین	بالا	上部				
28068	بالا	بالا	上部				
28068	بالا	بالا	上部				
28068	بالا	بالا	上部				
29018	بالای	بالا	上部				
29017	بالای	بالا	上部				
29063	بالا	بالا	上部				
13046	بد	بد	悪い				
13018	بد	بد	悪い				
13008	بیرون	بیرون	外で				
14003	بیرون	بیرون	外で				
11011	بیرون	بیرون	外で				
13009	بیرون	بیرون	外で				
15045	بیرون	بیرون	外で				
16005	بیرون	بیرون	外で				
16007	بیرون	بیرون	外で				
16033	بیرون	بیرون	外で				
17018	بیرون	بیرون	外で				
17021	بیرون	بیرون	外で				
20012	بیرون	بیرون	外で				
22050	بیرون	بیرون	外で				
22070	بیرون	بیرون	外で				
22100	بیرون	بیرون	外で				
22134	بیرون	بیرون	外で				
22136	بیرون	بیرون	外で				
22143	بیرون	بیرون	外で				
22021	بیرون	بیرون	外で				
27054	بیرون	بیرون	外で				
28081	بیرون	بیرون	外で				
28090	بیرون	بیرون	外で				
28006	بیرون	بیرون	外で				
28077	بیرون	بیرون	外で				
28077	بیرون	بیرون	外で				
15034	پایین	پایین	下に				
15050	پایین	پایین	下に				
15050	پایین	پایین	下に				
29020	پایین	پایین	下に				
29021	پایین	پایین	下に				
18067	تمام	تمام	すべての				
20032	تموم	تمام	すべての				
20032	تموم	تمام	すべての				
28090	تمام	تمام	すべての				
25017	تمیز	تمیز	識別				
23009	تنگ	تنگ	きつく				
14003	جلو	جلو	前方に				
16030	جلوی	جلو	前方に				
16047	جلوی	جلو	前方に				
22010	جلوتر	جلو	前方に				
22049	جلوتر	جلو	前方に				
22069	جلوتر	جلو	前方に				
27013	جلو	جلو	前方に				
27025	جلوتر	جلو	前方に				
28009	جلو	جلو	前方に				
28020	جلوی	جلو	前方に				
17011	چپی	چپ	左の				
21030	چپ	چپ	左の				
25039	چپه	چپ	左の				
13018	چی	چه	なに				
13019	چی	چه	なに				
13059	چی	چه	なに				
13063	چی	چه	なに				
14006	چی	چه	なに				
14009	چی	چه	なに				
15051	چی	چه	なに				
11009	چه	چه	なに				
12014	چی	چه	なに				
12020	چه	چه	なに				
13019	چی	چه	なに				
13020	چی	چه	なに				
13047	چی	چه	なに				
13047	چی	چه	なに				
14013	چه	چه	なに				
15007	چه	چه	なに				
13031	چه	چه	なに				
13031	چه	چه	なに				
13052	چه	چه	なに				
15013	چه	چه	なに				
15034	چه	چه	なに				
15049	چه	چه	なに				
20020	چی	چه	なに				
20034	چی	چه	なに				
16047	چی	چه	なに				
16053	چی	چه	なに				
16055	چی	چه	なに				
16055	چی	چه	なに				
17020	چی	چه	なに				
18009	چی	چه	なに				
18035	چی	چه	なに				
18037	چه	چه	なに				
19006	چی	چه	なに				
20007	چه	چه	なに				
16019	چه	چه	なに				
18024	چه	چه	なに				
18027	چی	چه	なに				
22052	چی	چه	なに				
22138	چی	چه	なに				
22066	چه	چه	なに				
22093	چه	چه	なに				
22104	چی	چه	なに				
21072	چه	چه	なに				
22093	چی	چه	なに				
