34025	 دوتاش 	او	三人称単数人称代名詞（彼、彼女）	تا	・・・個pos_num:sp_	دو	2
34057	 اصلی 	اصلی	（人名）アスリー				
34058	 اصلی 	اصلی	（人名）アスリー				
34059	 اصلی 	اصلی	（人名）アスリー				
34060	 اصلی 	اصلی	（人名）アスリー				
34062	 اصلی 	اصلی	（人名）アスリー				
34003	 اصلیه 	اصلی	（人名）アスリー				
34014	 اصلیه 	اصلی	（人名）アスリー				
34061	 اصـلیـه 	اصلی	（人名）アスリー				
36001	 احمد 	احمد	（人名）アフマド				
36002	 احمد 	احمد	（人名）アフマド				
36016	 احمد 	احمد	（人名）アフマド				
36023	 احمد 	احمد	（人名）アフマド				
36025	 احمد 	احمد	（人名）アフマド				
36026	 احمد 	احمد	（人名）アフマド				
36037	 احمد 	احمد	（人名）アフマド				
36040	 احمد 	احمد	（人名）アフマド				
36043	 احمد 	احمد	（人名）アフマド				
36044	 احمد 	احمد	（人名）アフマド				
36048	 احمد 	احمد	（人名）アフマド				
47001	 احمد 	احمد	（人名）アフマド				
47017	 احمد 	احمد	（人名）アフマド				
47019	 احمد 	احمد	（人名）アフマド				
47023	 احمد 	احمد	（人名）アフマド				
47025	 احمد 	احمد	（人名）アフマド				
47029	 احمد 	احمد	（人名）アフマド				
47029	 احمد 	احمد	（人名）アフマド				
47045	 احمد 	احمد	（人名）アフマド				
47047	 احمد 	احمد	（人名）アフマド				
47048	 احمد 	احمد	（人名）アフマド				
34010	 کرم 	کرم	（人名）キャラム				
34010	 کرم 	کرم	（人名）キャラム				
34012	 کرم 	کرم	（人名）キャラム				
34014	 کرم 	کرم	（人名）キャラム				
34020	 کرم 	کرم	（人名）キャラム				
34022	 کـرم 	کرم	（人名）キャラム				
34025	 کرم 	کرم	（人名）キャラム				
34030	 کرم 	کرم	（人名）キャラム				
34035	 کرم 	کرم	（人名）キャラム				
34039	 کرم 	کرم	（人名）キャラム				
34039	 کرم 	کرم	（人名）キャラム				
34042	 کرم 	کرم	（人名）キャラム				
34043	 کـــرم 	کرم	（人名）キャラム				
34050	 کرم 	کرم	（人名）キャラム				
34055	 کرم 	کرم	（人名）キャラム				
34056	 کرم 	کرم	（人名）キャラム				
34059	 کرم 	کرم	（人名）キャラム				
34060	 کرم 	کرم	（人名）キャラム				
34062	 کرم 	کرم	（人名）キャラム				
34040	 کرمه 	کرم	（人名）キャラム				
34047	 کرمه 	کرم	（人名）キャラム				
46002	 کریم 	کریم2	（人名）キャリーム				
46003	 کریم 	کریم2	（人名）キャリーム				
46004	 کریم 	کریم2	（人名）キャリーム				
46008	 کریم 	کریم2	（人名）キャリーム				
46022	 کریم 	کریم2	（人名）キャリーム				
46034	 کریم 	کریم2	（人名）キャリーム				
46039	 کریم 	کریم2	（人名）キャリーム				
46041	 کریم 	کریم2	（人名）キャリーム				
46042	 کریم 	کریم2	（人名）キャリーム				
46047	 کریم 	کریم2	（人名）キャリーム				
46048	 کریم 	کریم2	（人名）キャリーム				
46055	 کریم 	کریم2	（人名）キャリーム				
46058	 کریم 	کریم2	（人名）キャリーム				
46064	 کریم 	کریم2	（人名）キャリーム				
46072	 کریم 	کریم2	（人名）キャリーム				
46074	 کریم 	کریم2	（人名）キャリーム				
46074	 کریم 	کریم2	（人名）キャリーム				
52001	 جها 	جها	（人名）ジャハー				
52009	 جها 	جها	（人名）ジャハー				
40002	 شر 	شر	（人名）シャル				
40006	 شر 	شر	（人名）シャル				
40007	 شر 	شر	（人名）シャル				
40009	 شر 	شر	（人名）シャル				
40010	 شر 	شر	（人名）シャル				
40014	 شر 	شر	（人名）シャル				
40015	 شر 	شر	（人名）シャル				
40030	 شر 	شر	（人名）シャル				
40030	 شر 	شر	（人名）シャル				
40033	 شر 	شر	（人名）シャル				
40034	 شر 	شر	（人名）シャル				
40035	 شر 	شر	（人名）シャル				
40032	 شری 	شر	（人名）シャル				
57035	 چارق 	چارق	（人名）チャーロク				
57048	 چارق 	چارق	（人名）チャーロク				
57051	 چارق 	چارق	（人名）チャーロク				
40002	 خیر 	خیر3	（人名）ヘイル				
40005	 خیر 	خیر3	（人名）ヘイル				
40008	 خیر 	خیر3	（人名）ヘイル				
40012	 خیر 	خیر3	（人名）ヘイル				
40014	 خیر 	خیر3	（人名）ヘイル				
40017	 خیر 	خیر3	（人名）ヘイル				
40018	 خیر 	خیر3	（人名）ヘイル				
40019	 خیر 	خیر3	（人名）ヘイル				
40023	 خیر 	خیر3	（人名）ヘイル				
40023	 خیر 	خیر3	（人名）ヘイル				
40023	 خیر 	خیر3	（人名）ヘイル				
40028	 خیر 	خیر3	（人名）ヘイル				
40028	 خیر 	خیر3	（人名）ヘイル				
40029	 خیر 	خیر3	（人名）ヘイル				
40030	 خیر 	خیر3	（人名）ヘイル				
40032	 خیر 	خیر3	（人名）ヘイル				
40034	 خیر 	خیر3	（人名）ヘイル				
40031	 مبشر 	مبشر2	（人名）モバッシェル				
40032	 مبشر 	مبشر2	（人名）モバッシェル				
53070	 هندوستان 	هندوستان	（地名）インド				
53003	 درتوجانیان 	درتوجان	（地名）ダルトゥジャーン				
57035	 دیزیخوان	دیزیخوان	（地名）ディージーハーン				
57048	 دیزیخوان	دیزیخوان	（地名）ディージーハーン				
57051	 دیزیخوان	دیزیخوان	（地名）ディージーハーン				
44043	 کندنم 	کندن	（地面を）掘る				
36038	 کنده 	کندن	（地面を）掘る				
36042	 کنده 	کندن	（地面を）掘る				
41006	 پلنگ 	پلنگ	（動）ひょう				
31006	 با 	با	（同伴、同居など）…と（共に）				
31052	 با 	با	（同伴、同居など）…と（共に）				
32032	 با 	با	（同伴、同居など）…と（共に）				
32047	 با 	با	（同伴、同居など）…と（共に）				
32049	 با 	با	（同伴、同居など）…と（共に）				
32053	 با 	با	（同伴、同居など）…と（共に）				
34004	 با 	با	（同伴、同居など）…と（共に）				
34006	 با 	با	（同伴、同居など）…と（共に）				
34007	 با 	با	（同伴、同居など）…と（共に）				
34010	 با 	با	（同伴、同居など）…と（共に）				
34018	 با 	با	（同伴、同居など）…と（共に）				
34030	 با 	با	（同伴、同居など）…と（共に）				
34031	 با 	با	（同伴、同居など）…と（共に）				
34032	 با 	با	（同伴、同居など）…と（共に）				
34033	 با 	با	（同伴、同居など）…と（共に）				
34036	 با 	با	（同伴、同居など）…と（共に）				
34036	 با 	با	（同伴、同居など）…と（共に）				
34036	 با 	با	（同伴、同居など）…と（共に）				
34037	 با 	با	（同伴、同居など）…と（共に）				
36002	 با 	با	（同伴、同居など）…と（共に）				
36004	 با 	با	（同伴、同居など）…と（共に）				
36015	 با 	با	（同伴、同居など）…と（共に）				
37005	 با 	با	（同伴、同居など）…と（共に）				
37010	 با 	با	（同伴、同居など）…と（共に）				
37013	 با 	با	（同伴、同居など）…と（共に）				
37016	 با 	با	（同伴、同居など）…と（共に）				
37019	 با 	با	（同伴、同居など）…と（共に）				
37026	 با 	با	（同伴、同居など）…と（共に）				
37028	 با 	با	（同伴、同居など）…と（共に）				
37029	 با 	با	（同伴、同居など）…と（共に）				
37030	 با 	با	（同伴、同居など）…と（共に）				
37031	 با 	با	（同伴、同居など）…と（共に）				
37032	 با 	با	（同伴、同居など）…と（共に）				
37050	 با 	با	（同伴、同居など）…と（共に）				
37050	 با 	با	（同伴、同居など）…と（共に）				
37053	 با 	با	（同伴、同居など）…と（共に）				
37055	 با 	با	（同伴、同居など）…と（共に）				
37056	 با 	با	（同伴、同居など）…と（共に）				
38022	 با 	با	（同伴、同居など）…と（共に）				
40016	 با 	با	（同伴、同居など）…と（共に）				
40019	 با 	با	（同伴、同居など）…と（共に）				
40022	 با 	با	（同伴、同居など）…と（共に）				
40029	 با 	با	（同伴、同居など）…と（共に）				
40035	 با 	با	（同伴、同居など）…と（共に）				
41018	 با 	با	（同伴、同居など）…と（共に）				
41036	 با 	با	（同伴、同居など）…と（共に）				
42005	 با 	با	（同伴、同居など）…と（共に）				
43016	 با 	با	（同伴、同居など）…と（共に）				
43024	 با 	با	（同伴、同居など）…と（共に）				
43025	 با 	با	（同伴、同居など）…と（共に）				
43030	 با 	با	（同伴、同居など）…と（共に）				
43032	 با 	با	（同伴、同居など）…と（共に）				
43034	 با 	با	（同伴、同居など）…と（共に）				
43037	 با 	با	（同伴、同居など）…と（共に）				
44012	 با 	با	（同伴、同居など）…と（共に）				
44012	 با 	با	（同伴、同居など）…と（共に）				
44014	 با 	با	（同伴、同居など）…と（共に）				
44038	 با 	با	（同伴、同居など）…と（共に）				
44039	 با 	با	（同伴、同居など）…と（共に）				
44043	 با 	با	（同伴、同居など）…と（共に）				
44056	 با 	با	（同伴、同居など）…と（共に）				
44057	 با 	با	（同伴、同居など）…と（共に）				
44060	 با 	با	（同伴、同居など）…と（共に）				
44063	 با 	با	（同伴、同居など）…と（共に）				
44067	 با 	با	（同伴、同居など）…と（共に）				
44075	 با 	با	（同伴、同居など）…と（共に）				
44077	 با 	با	（同伴、同居など）…と（共に）				
44088	 با 	با	（同伴、同居など）…と（共に）				
44089	 با 	با	（同伴、同居など）…と（共に）				
45039	 با 	با	（同伴、同居など）…と（共に）				
47017	 با 	با	（同伴、同居など）…と（共に）				
47037	 با 	با	（同伴、同居など）…と（共に）				
47041	 با 	با	（同伴、同居など）…と（共に）				
47045	 با 	با	（同伴、同居など）…と（共に）				
47048	 با 	با	（同伴、同居など）…と（共に）				
47052	 با 	با	（同伴、同居など）…と（共に）				
48010	 با 	با	（同伴、同居など）…と（共に）				
48015	 با 	با	（同伴、同居など）…と（共に）				
49002	 با 	با	（同伴、同居など）…と（共に）				
49002	 با 	با	（同伴、同居など）…と（共に）				
49004	 با 	با	（同伴、同居など）…と（共に）				
49035	 با 	با	（同伴、同居など）…と（共に）				
49040	 با 	با	（同伴、同居など）…と（共に）				
49040	 با 	با	（同伴、同居など）…と（共に）				
50003	 با 	با	（同伴、同居など）…と（共に）				
50084	 با 	با	（同伴、同居など）…と（共に）				
51010	 با 	با	（同伴、同居など）…と（共に）				
51016	 با 	با	（同伴、同居など）…と（共に）				
51016	 با 	با	（同伴、同居など）…と（共に）				
52009	 با 	با	（同伴、同居など）…と（共に）				
53007	 با 	با	（同伴、同居など）…と（共に）				
53036	 با 	با	（同伴、同居など）…と（共に）				
53044	 با 	با	（同伴、同居など）…と（共に）				
53056	 با 	با	（同伴、同居など）…と（共に）				
54002	 با 	با	（同伴、同居など）…と（共に）				
55005	 با 	با	（同伴、同居など）…と（共に）				
55005	 با 	با	（同伴、同居など）…と（共に）				
55009	 با 	با	（同伴、同居など）…と（共に）				
56002	 با 	با	（同伴、同居など）…と（共に）				
58003	 با 	با	（同伴、同居など）…と（共に）				
58012	 با 	با	（同伴、同居など）…と（共に）				
58039	 با 	با	（同伴、同居など）…と（共に）				
58050	 با 	با	（同伴、同居など）…と（共に）				
59005	 با 	با	（同伴、同居など）…と（共に）				
59005	 با 	با	（同伴、同居など）…と（共に）				
59023	 با 	با	（同伴、同居など）…と（共に）				
59043	 با 	با	（同伴、同居など）…と（共に）				
59043	 با 	با	（同伴、同居など）…と（共に）				
59048	 با 	با	（同伴、同居など）…と（共に）				
59078	 با 	با	（同伴、同居など）…と（共に）				
59079	 با 	با	（同伴、同居など）…と（共に）				
60002	 با 	با	（同伴、同居など）…と（共に）				
62001	 با 	با	（同伴、同居など）…と（共に）				
63027	 با 	با	（同伴、同居など）…と（共に）				
63027	 با 	با	（同伴、同居など）…と（共に）				
63037	 با 	با	（同伴、同居など）…と（共に）				
63043	 با 	با	（同伴、同居など）…と（共に）				
66005	 با 	با	（同伴、同居など）…と（共に）				
66015	 با 	با	（同伴、同居など）…と（共に）				
66024	 با 	با	（同伴、同居など）…と（共に）				
69010	 با 	با	（同伴、同居など）…と（共に）				
33012	 با 	با	（同伴、同居など）…と（共に）				
33020	 با 	با	（同伴、同居など）…と（共に）				
67026	 مجمعه 	مجمعه	（銅製の）大きい盆				
67026	 مجمعه 	مجمعه	（銅製の）大きい盆				
47037	 کره 	کره	（馬、ろばなどの）子				
44082	 چیزی 	هیچ	（否定とともに）何も・・・ない				
31001	 هیچ 	هیچ	（否定とともに）何も・・・ない				
34034	 هیچ 	هیچ	（否定とともに）何も・・・ない				
34035	 هیچ 	هیچ	（否定とともに）何も・・・ない				
34036	 هیچ 	هیچ	（否定とともに）何も・・・ない				
37039	 هیچ 	هیچ	（否定とともに）何も・・・ない				
37056	 هیچ 	هیچ	（否定とともに）何も・・・ない				
44003	 هیچ 	هیچ	（否定とともに）何も・・・ない				
46069	 هیچ 	هیچ	（否定とともに）何も・・・ない				
49039	 هیچ 	هیچ	（否定とともに）何も・・・ない				
51001	 هیچ 	هیچ	（否定とともに）何も・・・ない				
53067	 هیچ 	هیچ	（否定とともに）何も・・・ない				
56001	 هیچ 	هیچ	（否定とともに）何も・・・ない				
58001	 هیچ 	هیچ	（否定とともに）何も・・・ない				
59056	 هیچ 	هیچ	（否定とともに）何も・・・ない				
61001	 هیچ 	هیچ	（否定とともに）何も・・・ない				
62005	 هیچ 	هیچ	（否定とともに）何も・・・ない				
63002	 هیچ 	هیچ	（否定とともに）何も・・・ない				
63034	 هیچ 	هیچ	（否定とともに）何も・・・ない				
64001	 هیچ 	هیچ	（否定とともに）何も・・・ない				
31031	 هیچی 	هیچ	（否定とともに）何も・・・ない				
31044	 هیچی 	هیچ	（否定とともに）何も・・・ない				
31045	 هیچی 	هیچ	（否定とともに）何も・・・ない				
31046	 هیچی 	هیچ	（否定とともに）何も・・・ない				
32042	 هیچی 	هیچ	（否定とともに）何も・・・ない				
34029	 هیچی 	هیچ	（否定とともに）何も・・・ない				
35005	 هیچی 	هیچ	（否定とともに）何も・・・ない				
45020	 هیچی 	هیچ	（否定とともに）何も・・・ない				
47043	 هیچی 	هیچ	（否定とともに）何も・・・ない				
47047	 هیچی 	هیچ	（否定とともに）何も・・・ない				
47052	 هیچی 	هیچ	（否定とともに）何も・・・ない				
59044	 هیچی 	هیچ	（否定とともに）何も・・・ない				
64014	 هیچی 	هیچ	（否定とともに）何も・・・ない				
39021	 نه 	نه	（否定の答え）いいえ				
32023	 نه 	نه	（否定の答え）いいえ				
32052	 نه 	نه	（否定の答え）いいえ				
36003	 نه 	نه	（否定の答え）いいえ				
36018	 نه 	نه	（否定の答え）いいえ				
37034	 نه 	نه	（否定の答え）いいえ				
37035	 نه 	نه	（否定の答え）いいえ				
40010	 نه 	نه	（否定の答え）いいえ				
40032	 نه 	نه	（否定の答え）いいえ				
44027	 نه 	نه	（否定の答え）いいえ				
44027	 نه 	نه	（否定の答え）いいえ				
44027	 نه 	نه	（否定の答え）いいえ				
44027	 نه 	نه	（否定の答え）いいえ				
46011	 نه 	نه	（否定の答え）いいえ				
46011	 نه 	نه	（否定の答え）いいえ				
46046	 نه 	نه	（否定の答え）いいえ				
49009	 نه 	نه	（否定の答え）いいえ				
49016	 نه 	نه	（否定の答え）いいえ				
49017	 نه 	نه	（否定の答え）いいえ				
49021	 نه 	نه	（否定の答え）いいえ				
49031	 نه 	نه	（否定の答え）いいえ				
50062	 نه 	نه	（否定の答え）いいえ				
50076	 نه 	نه	（否定の答え）いいえ				
53020	 نه 	نه	（否定の答え）いいえ				
56019	 نه 	نه	（否定の答え）いいえ				
56019	 نه 	نه	（否定の答え）いいえ				
57012	 نه 	نه	（否定の答え）いいえ				
57027	 نه 	نه	（否定の答え）いいえ				
58005	 نه 	نه	（否定の答え）いいえ				
58011	 نه 	نه	（否定の答え）いいえ				
58011	 نه 	نه	（否定の答え）いいえ				
58014	 نه 	نه	（否定の答え）いいえ				
58014	 نه 	نه	（否定の答え）いいえ				
58016	 نه 	نه	（否定の答え）いいえ				
58016	 نه 	نه	（否定の答え）いいえ				
58019	 نه 	نه	（否定の答え）いいえ				
58019	 نه 	نه	（否定の答え）いいえ				
58048	 نه 	نه	（否定の答え）いいえ				
58056	 نه 	نه	（否定の答え）いいえ				
59033	 نه 	نه	（否定の答え）いいえ				
59043	 نه 	نه	（否定の答え）いいえ				
59084	 نه 	نه	（否定の答え）いいえ				
64013	 نه 	نه	（否定の答え）いいえ				
67013	 نه 	نه	（否定の答え）いいえ				
71008	 نه 	نه	（否定の答え）いいえ				
71012	 نه 	نه	（否定の答え）いいえ				
71013	 نه 	نه	（否定の答え）いいえ				
31030	 دیگه 	دیگر	（否定詞とともに）もはや…でない				
34034	 دیگه 	دیگر	（否定詞とともに）もはや…でない				
34054	 دیگه 	دیگر	（否定詞とともに）もはや…でない				
34061	 دیگه 	دیگر	（否定詞とともに）もはや…でない				
37039	 دیگه 	دیگر	（否定詞とともに）もはや…でない				
37056	 دیگه 	دیگر	（否定詞とともに）もはや…でない				
38006	 دیگه 	دیگر	（否定詞とともに）もはや…でない				
38008	 دیگه 	دیگر	（否定詞とともに）もはや…でない				
38023	 دیگه 	دیگر	（否定詞とともに）もはや…でない				
38024	 دیگه 	دیگر	（否定詞とともに）もはや…でない				
39021	 دیگه 	دیگر	（否定詞とともに）もはや…でない				
39022	 دیگه 	دیگر	（否定詞とともに）もはや…でない				
40011	 دیگه 	دیگر	（否定詞とともに）もはや…でない				
44087	 دیگه 	دیگر	（否定詞とともに）もはや…でない				
45038	 دیگه 	دیگر	（否定詞とともに）もはや…でない				
47023	 دیگه 	دیگر	（否定詞とともに）もはや…でない				
49008	 دیگه 	دیگر	（否定詞とともに）もはや…でない				
40025	 مبتلا 	مبتلا	（病気に）かかった				
34029	 ماه 	ماه	（暦の）月				
43005	 ماه 	ماه	（暦の）月				
50005	 ماه 	ماه	（暦の）月				
50006	 ماه 	ماه	（暦の）月				
53065	 ماه 	ماه	（暦の）月				
53075	 ماه 	ماه	（暦の）月				
53081	 ماه 	ماه	（暦の）月				
53083	 ماه 	ماه	（暦の）月				
33015	 ماهی 	ماه	（暦の）月				
34027	 ماهی 	ماه	（暦の）月				
41050	 ماهی 	ماه	（暦の）月				
41050	 ماهی 	ماه	（暦の）月				
41050	 ماهی 	ماه	（暦の）月				
53063	 ماهی 	ماه	（暦の）月				
32035	 ای 	ای	〈間〉おお（呼びかけ）				
32038	 ای 	ای	〈間〉おお（呼びかけ）				
32050	 ای 	ای	〈間〉おお（呼びかけ）				
32054	 ای 	ای	〈間〉おお（呼びかけ）				
32059	 ای 	ای	〈間〉おお（呼びかけ）				
45018	 ای 	ای	〈間〉おお（呼びかけ）				
48011	 ای 	ای	〈間〉おお（呼びかけ）				
48024	 ای 	ای	〈間〉おお（呼びかけ）				
49006	 ای 	ای	〈間〉おお（呼びかけ）				
53106	 ای 	ای	〈間〉おお（呼びかけ）				
58004	 ای 	ای	〈間〉おお（呼びかけ）				
66031	 ای 	ای	〈間〉おお（呼びかけ）				
33005	 ای 	ای	〈間〉おお（呼びかけ）				
35015	 الله 	الله	〈宗〉アッラー				
67028	 الله 	الله	〈宗〉アッラー				
59075	 آنچه 	آنچه	・・・（する）もの（こと）				
32012	 هرچی 	هرچه	・・・するものは何でも				
32034	 هرچی 	هرچه	・・・するものは何でも				
44073	 هرچی 	هرچه	・・・するものは何でも				
46051	 هرچی 	هرچه	・・・するものは何でも				
46073	 هرچی 	هرچه	・・・するものは何でも				
47031	 هرچی 	هرچه	・・・するものは何でも				
53074	 هرچی 	هرچه	・・・するものは何でも				
56011	 هرچی 	هرچه	・・・するものは何でも				
56014	 هرچی 	هرچه	・・・するものは何でも				
64013	 هرچی 	هرچه	・・・するものは何でも				
64013	 هرچی 	هرچه	・・・するものは何でも				
53082	 هرچیم 	هرچه	・・・するものは何でも				
32007	 است 	بودن	・・・である				
35018	 است 	بودن	・・・である				
43035	 است 	بودن	・・・である				
44009	 است 	بودن	・・・である				
44075	 است 	بودن	・・・である				
47018	 است 	بودن	・・・である				
53045	 است 	بودن	・・・である				
57015	 است 	بودن	・・・である				
37025	 است 	بودن	・・・である				
41008	 است 	بودن	・・・である				
44047	 است 	بودن	・・・である				
50066	 است 	بودن	・・・である				
52009	 است 	بودن	・・・である				
31044	 باش 	بودن	・・・である				
34061	 باشند 	بودن	・・・である				
32048	 باشه 	بودن	・・・である				
34016	 باشه 	بودن	・・・である				
34058	 باشه 	بودن	・・・である				
35003	 باشه 	بودن	・・・である				
35005	 باشه 	بودن	・・・である				
46024	 باشه 	بودن	・・・である				
46024	 باشه 	بودن	・・・である				
49022	 باشه 	بودن	・・・である				
49030	 باشه 	بودن	・・・である				
53005	 باشه 	بودن	・・・である				
55005	 باشه 	بودن	・・・である				
58027	 باشه 	بودن	・・・である				
58027	 باشه 	بودن	・・・である				
58029	 باشه 	بودن	・・・である				
58029	 باشه 	بودن	・・・である				
58029	 باشه 	بودن	・・・である				
58031	 باشه 	بودن	・・・である				
58034	 باشه 	بودن	・・・である				
59062	 باشه 	بودن	・・・である				
67024	 باشه 	بودن	・・・である				
71004	 باشه 	بودن	・・・である				
34049	 باشه 	بودن	・・・である				
34057	 باشه 	بودن	・・・である				
43033	 باشه 	بودن	・・・である				
49038	 باشی 	بودن	・・・である				
62006	 باشی 	بودن	・・・である				
44076	 باشین 	بودن	・・・である				
67022	 باشین 	بودن	・・・である				
45039	 ببرن 	بودن	・・・である				
32055	 بود 	بودن	・・・である				
31046	 بود 	بودن	・・・である				
31052	 بود 	بودن	・・・である				
32008	 بود 	بودن	・・・である				
32020	 بود 	بودن	・・・である				
32038	 بود 	بودن	・・・である				
33016	 بود 	بودن	・・・である				
34003	 بود 	بودن	・・・である				
34004	 بود 	بودن	・・・である				
34007	 بود 	بودن	・・・である				
34009	 بود 	بودن	・・・である				
34026	 بود 	بودن	・・・である				
34029	 بود 	بودن	・・・である				
34029	 بود 	بودن	・・・である				
34041	 بود 	بودن	・・・である				
34042	 بود 	بودن	・・・である				
35001	 بود 	بودن	・・・である				
35002	 بود 	بودن	・・・である				
35002	 بود 	بودن	・・・である				
35002	 بود 	بودن	・・・である				
35017	 بود 	بودن	・・・である				
35021	 بود 	بودن	・・・である				
36044	 بود 	بودن	・・・である				
37004	 بود 	بودن	・・・である				
37005	 بود 	بودن	・・・である				
37006	 بود 	بودن	・・・である				
37008	 بود 	بودن	・・・である				
38025	 بود 	بودن	・・・である				
40004	 بود 	بودن	・・・である				
40004	 بود 	بودن	・・・である				
40007	 بود 	بودن	・・・である				
41009	 بود 	بودن	・・・である				
41019	 بود 	بودن	・・・である				
43006	 بود 	بودن	・・・である				
44001	 بود 	بودن	・・・である				
45001	 بود 	بودن	・・・である				
45008	 بود 	بودن	・・・である				
46004	 بود 	بودن	・・・である				
48004	 بود 	بودن	・・・である				
48005	 بود 	بودن	・・・である				
50015	 بود 	بودن	・・・である				
53108	 بود 	بودن	・・・である				
53111	 بود 	بودن	・・・である				
57017	 بود 	بودن	・・・である				
57018	 بود 	بودن	・・・である				
57052	 بود 	بودن	・・・である				
58030	 بود 	بودن	・・・である				
58030	 بود 	بودن	・・・である				
58035	 بود 	بودن	・・・である				
58055	 بود 	بودن	・・・である				
58056	 بود 	بودن	・・・である				
59006	 بود 	بودن	・・・である				
59010	 بود 	بودن	・・・である				
59010	 بود 	بودن	・・・である				
62033	 بود 	بودن	・・・である				
63020	 بود 	بودن	・・・である				
65005	 بود 	بودن	・・・である				
65006	 بود 	بودن	・・・である				
65007	 بود 	بودن	・・・である				
67001	 بود 	بودن	・・・である				
67002	 بود 	بودن	・・・である				
67003	 بود 	بودن	・・・である				
68001	 بود 	بودن	・・・である				
70001	 بود 	بودن	・・・である				
31001	 بود 	بودن	・・・である				
31002	 بود 	بودن	・・・である				
31005	 بود 	بودن	・・・である				
32001	 بود 	بودن	・・・である				
32002	 بود 	بودن	・・・である				
32029	 بود 	بودن	・・・である				
34002	 بود 	بودن	・・・である				
34025	 بود 	بودن	・・・である				
34048	 بود 	بودن	・・・である				
34049	 بود 	بودن	・・・である				
34062	 بود 	بودن	・・・である				
36041	 بود 	بودن	・・・である				
37001	 بود 	بودن	・・・である				
37002	 بود 	بودن	・・・である				
37003	 بود 	بودن	・・・である				
37028	 بود 	بودن	・・・である				
37050	 بود 	بودن	・・・である				
40001	 بود 	بودن	・・・である				
41010	 بود 	بودن	・・・である				
41024	 بود 	بودن	・・・である				
42002	 بود 	بودن	・・・である				
43001	 بود 	بودن	・・・である				
44001	 بود 	بودن	・・・である				
44075	 بود 	بودن	・・・である				
45001	 بود 	بودن	・・・である				
45034	 بود 	بودن	・・・である				
47001	 بود 	بودن	・・・である				
48001	 بود 	بودن	・・・である				
48008	 بود 	بودن	・・・である				
50001	 بود 	بودن	・・・である				
50002	 بود 	بودن	・・・である				
50014	 بود 	بودن	・・・である				
50034	 بود 	بودن	・・・である				
50053	 بود 	بودن	・・・である				
50069	 بود 	بودن	・・・である				
51001	 بود 	بودن	・・・である				
52001	 بود 	بودن	・・・である				
56001	 بود 	بودن	・・・である				
56002	 بود 	بودن	・・・である				
57001	 بود 	بودن	・・・である				
58001	 بود 	بودن	・・・である				
59078	 بود 	بودن	・・・である				
60001	 بود 	بودن	・・・である				
61001	 بود 	بودن	・・・である				
61026	 بود 	بودن	・・・である				
62001	 بود 	بودن	・・・である				
63001	 بود 	بودن	・・・である				
63003	 بود 	بودن	・・・である				
63006	 بود 	بودن	・・・である				
63026	 بود 	بودن	・・・である				
64001	 بود 	بودن	・・・である				
65008	 بود 	بودن	・・・である				
65008	 بود 	بودن	・・・である				
65014	 بود 	بودن	・・・である				
32050	 بودم 	بودن	・・・である				
44084	 بودم 	بودن	・・・である				
31052	 بودم 	بودن	・・・である				
46050	 بودم 	بودن	・・・である				
38022	 بودن 	بودن	・・・である				
38022	 بودن 	بودن	・・・である				
53082	 بودن 	بودن	・・・である				
58025	 بودن 	بودن	・・・である				
64002	 بودن 	بودن	・・・である				
67015	 بودن 	بودن	・・・である				
34022	 بـودن 	بودن	・・・である				
39001	 بودن 	بودن	・・・である				
40002	 بودن 	بودن	・・・である				
41001	 بودن 	بودن	・・・である				
50014	 بودن 	بودن	・・・である				
50056	 بودن 	بودن	・・・である				
50085	 بودن 	بودن	・・・である				
64002	 بودن 	بودن	・・・である				
43017	 بودند 	بودن	・・・である				
58025	 بودند 	بودن	・・・である				
43002	 بودند 	بودن	・・・である				
43007	 بودند 	بودن	・・・である				
44054	 بودند 	بودن	・・・である				
71001	 بودند 	بودن	・・・である				
33019	 بوده 	بودن	・・・である				
34001	 بوده 	بودن	・・・である				
39015	 بوده 	بودن	・・・である				
39015	 بوده 	بودن	・・・である				
40023	 بوده 	بودن	・・・である				
40025	 بوده 	بودن	・・・である				
44006	 بوده 	بودن	・・・である				
44006	 بوده 	بودن	・・・である				
44068	 بوده 	بودن	・・・である				
44069	 بوده 	بودن	・・・である				
44077	 بوده 	بودن	・・・である				
44077	 بوده 	بودن	・・・である				
44088	 بوده 	بودن	・・・である				
47035	 بوده 	بودن	・・・である				
47036	 بوده 	بودن	・・・である				
49001	 بوده 	بودن	・・・である				
50033	 بوده 	بودن	・・・である				
53029	 بوده 	بودن	・・・である				
31036	 بوده 	بودن	・・・である				
31039	 بوده 	بودن	・・・である				
31050	 بوده 	بودن	・・・である				
32029	 بوده 	بودن	・・・である				
34001	 بوده 	بودن	・・・である				
34019	 بوده 	بودن	・・・である				
34019	 بوده 	بودن	・・・である				
34020	 بوده 	بودن	・・・である				
34034	 بوده 	بودن	・・・である				
34034	 بوده 	بودن	・・・である				
34034	 بوده 	بودن	・・・である				
34034	 بوده 	بودن	・・・である				
34036	 بوده 	بودن	・・・である				
34036	 بوده 	بودن	・・・である				
38014	 بوده 	بودن	・・・である				
38022	 بوده 	بودن	・・・である				
39016	 بوده 	بودن	・・・である				
47011	 بوده 	بودن	・・・である				
47012	 بوده 	بودن	・・・である				
47012	 بوده 	بودن	・・・である				
47014	 بوده 	بودن	・・・である				
47025	 بوده 	بودن	・・・である				
49004	 بوده 	بودن	・・・である				
